title,description,source,date_of_publication,category,author,link
To Naomi Osaka And Taylor Townsend: An Open Letter,Black women creating spaces for ourselves and gathering with intention inevitably draws surveillance and scrutiny born from white discomfort.,newsone.com,2026-05-28,Athletes,,https://newsone.com/6861766/naomi-osaka-taylor-townsend-open-letter/
"New York, California Announce Plans For 100% Tax On Jan. 6 Slush Fund",President Donald Trump’s plan for an “anti-weaponization” fund intended to pay out Jan. 6 rioters has surprisingly drawn bipartisan outrage.,newsone.com,2026-05-28,Opinion,,https://newsone.com/6861759/new-york-california-tax-anti-weaponization-fund/
"DOJ Launches Criminal Investigation Into E. Jean Carroll, Who Trump Was Found Liable For Sexually Assaulting",The Justice Department has launched a criminal investigation into E. Jean Carroll and whether or not she committed perjury in her testimony.,newsone.com,2026-05-28,Civil Rights &Amp; Social Justice,,https://newsone.com/6861726/doj-criminal-investigation-e-jean-carroll-trump-sexual-assault/
Renewed Strikes Between US And Iran Cause (Another) Spike In Oil Prices,"Despite being under a ceasefire with hopes increasing that a peace deal would be reached soon, the U.S. launched strikes against Iran on Wednesday.",newsone.com,2026-05-28,Opinion,,https://newsone.com/6861746/renewed-strikes-between-us-iran-spike-oil-prices/
Racists Celebrate Black Woman Dying After Tim Hortons Fight,"The death of 75-year-old Anita Grayson remains under review by the Allen County Prosecutor, and no cause of death has been determined as of yet.",newsone.com,2026-05-28,Civil Rights &Amp; Social Justice,,https://newsone.com/6861685/anita-grayson-tim-hortons-fight-racism-elderly-black-woman/
Report: Trump Deported Nearly 13K Non-Mexican Migrants To Mexico,The number of non-Mexican immigrants deported to Mexico was revealed in a report by Human Rights Watch released Wednesday.,newsone.com,2026-05-27,Civil Rights &Amp; Social Justice,,https://newsone.com/6861612/trump-deported-nearly-13k-non-mexican-migrants-mexico/
What Is Driving The Decline In US Public School Education Enrollment?,Public school enrollment decline is reshaping education as fewer students enroll and more families question traditional systems.,newsone.com,2026-05-27,Education,,https://newsone.com/6861241/what-driving-decline-us-public-school-enrollment/
Trump’s Revenge Tour Continues As Ken Paxton Wins Texas Primary,Ken Paxton’s victory over incumbent Sen. John Cornyn has the unintended effect of making Texas’ Senate race actually competitive for Democrats.,newsone.com,2026-05-27,Opinion,,https://newsone.com/6861636/trump-revenge-tour-ken-paxton-wins-texas-primary/
Who Is Christian Menefee? The Democrat Who Unseated Al Green After 20 Years,"Christian Menefee, a rising Democratic star, defeats longtime Rep. Al Green in Texas-18 primary, poised to continue Green’s legacy in Congress.",newsone.com,2026-05-27,Newsone Now,,https://newsone.com/6861639/who-is-christian-menefee/
"Who Ran The WNBA This Week: Atlanta, Azzi Fudd, And Caitlin Clark",Here are some of the biggest storylines and talking points after about two weeks into the WNBA’s historic 30th season.,newsone.com,2026-05-27,Entertainment,,https://newsone.com/6861634/who-ran-the-wnba-this-week-2/
Cop Who Beat Black Teen Seen Dragging Another Teen Out Of Car By Hair,"Fairfield Police Officer Bianca Camacho, also known as Bianca Brown, is accused of using excessive force in incidents that have been caught on video.",newsone.com,2026-05-27,Civil Rights &Amp; Social Justice,,https://newsone.com/6861651/bianca-camacho-cop-pulls-teen-hair/
South Carolina Redistricting Effort Stalls In State Senate,"The South Carolina House passed a new map eliminating the district held by Rep. James Clyburn, but the map failed twice in the state Senate.",newsone.com,2026-05-27,Opinion,,https://newsone.com/6861694/south-carolina-redistricting-effort-stalls-state-senate/
George Floyd 6 Years After His Death: Family & Residents Still Keeping His Legacy Alive,"George Floyd’s life and legacy honored six years after his tragic murder, sparking calls for continued police reform and community support.",newsone.com,2026-05-26,Black News,,https://newsone.com/6861501/george-floyd-six-years-after-his-death/
Notable Black Folks Who Died In 2026,"UPDATE — Tuesday, May 26, 2026, 1:21 p.m. EST: We love our Black celebrities. Period. No matter how famous they get or how big the stages become, there’s always a different kind of pride that comes with seeing Black folks win. It feels personal, like their success is proof that we can make it too, […]",newsone.com,2026-05-26,Nation,,https://newsone.com/6745511/notable-black-people-who-died-2026/
Trump Annual Exams At Walter Reed Seem To Be Happening Every 6 Months,"Instead of just admitting Trump is an old man who needs more frequent medical visits, the White House pretends not to know how long a year is.",newsone.com,2026-05-26,Opinion,,https://newsone.com/6861518/trump-annual-exam-happening-every-six-months/
Federal Court Bars Alabama From Using Racially Gerrymandered Map,"Apparently, Alabama’s proposed congressional map is so racist it even meets the high bar set after the Supreme Court gutted the Voting Rights Act.",newsone.com,2026-05-26,Opinion,,https://newsone.com/6861519/federal-court-bars-alabama-racially-gerrymandered-map/
"Black Catholics Demanded An Apology For Slavery, Pope Leo XIV Just Gave Them One","Pope issues historic apology for Church’s role in slavery, connecting it to modern tech exploitation.",newsone.com,2026-05-26,Civil Rights &Amp; Social Justice,,https://newsone.com/6861537/black-catholics-pope-leo-xiv-slavery-apology/
Texas Primary Runoff For Senate Seat Reveals Rift In GOP,President Donald Trump may have hurt the GOP’s midterm prospects by endorsing the scandal-prone Ken Paxton in Texas’ primary runoff election.,newsone.com,2026-05-26,Opinion,,https://newsone.com/6861488/texas-primary-runoff-senate-seat-reveals-gop-rift/
"Iran War Update: Alleged Peace Talks, US Missile Launch, And 'Ceasefire'",President Donald Trump is still claiming a deal is being made while also continuing to threaten Iran with military strikes.,newsone.com,2026-05-26,News,,https://newsone.com/6861467/iran-war-update-peace-talks-us-missile-launch-ceasefire/
NewsOne Crossword May 26th,,newsone.com,2026-05-26,Crossword Puzzles,,https://newsone.com/6861563/newsone-crossword-may-26th/
White Doctor Sues Black Medical Directory For Discrimination,"A lawsuit was filed on behalf of white dermatologist Travis Morrell against Find A Black Doctor, a directory to help Black people find Black doctors.",newsone.com,2026-05-26,Civil Rights &Amp; Social Justice,,https://newsone.com/6861535/white-doctor-travis-morrell-sues-black-medical-directory/
There’s A Reason Your American Worry Disappears In Curaçao,"Curaçao’s beauty is undeniable, but its connection to Black history, culture and community makes the island unforgettable.",newsone.com,2026-05-24,Travel,,https://newsone.com/6861422/curacao-black-diaspora-travel/
Trump Cancels AI Executive Order At Behest Of Billionaires,The planned EO would’ve required AI companies to submit their new models to federal review in an effort to protect cybersecurity.,newsone.com,2026-05-22,News,,https://newsone.com/6861350/trump-cancels-ai-executive-order-billionaire-request/
An Open Letter To Caitlin Clark From A Black Woman Who Loves The WNBA,One basketball lover and WNBA fan says Caitlin Clark is “mishandling a career and a platform very few athletes in any sport are ever handed.”,newsone.com,2026-05-22,Opinion,,https://newsone.com/6861371/dear-caitlin-clark-from-black-woman-wnba-fan/
Parasocial Ball: The Price Of Proximity In The WNBA,"The WNBA’s growth has been powered by connections between players and fans. Now players and fans are negotiating where familiarity ends, and intrusiveness begins.",newsone.com,2026-05-22,Opinion,,https://newsone.com/6861361/wnba-parasocial-relationships-proximity-price/
White Woman 'Mastermind' Of Minnesota Fraud Scandal Gets 500 Months,"Aimee Bock, a white woman, was the brains behind the scandal Trump used to disparage Somali immigrants and escalate his immigration crackdown in Minnesota.",newsone.com,2026-05-22,Crime,,https://newsone.com/6861327/white-woman-mastermind-of-minnesota-fraud-scandal-sentenced-to-500-months-in-prison/
Charges Against Chicago’s Broadview Six Dismissed With Prejudice,The Broadview Six are a group of Chicago activists who were facing conspiracy charges for protesting ICE during Operation Midway Blitz.,newsone.com,2026-05-22,Civil Rights &Amp; Social Justice,,https://newsone.com/6861339/charges-against-broadview-six-dismissed-with-prejudice/
White Woman Rejected By All-White Town Over Black Husband And Kids Sues,Michelle Walker is suing Return to the Land for discrimination because the all-white community in rural Arkansas rejected her application.,newsone.com,2026-05-22,Civil Rights &Amp; Social Justice,,https://newsone.com/6861316/white-woman-sues-return-to-the-land-discrimination/
Black Veterans Served Their Country With Honor. America Doesn't Act Like It,"Kyle Bibby, cofounder of the Black Veterans Project, spoke with NewsOne about the various historical struggles facing Black veterans.",newsone.com,2026-05-22,Civil Rights &Amp; Social Justice,,https://newsone.com/6861317/black-veterans-served-their-country-with-honor/
White Florida Teacher Fired After Hanging Black Doll From Classroom TV,Karen Whitmire Savage was caught on video hanging a Black baby doll from a classroom television using an electrical cord.,newsone.com,2026-05-21,Civil Rights &Amp; Social Justice,,https://newsone.com/6861201/white-teacher-fired-hanging-black-doll-from-tv/
Colorado Democrats Want To Censure Governor Jared Polis,Colorado Democrats now want to censure Polis for commuting the 9-year sentence of former Mesa County Clerk and election denier Tina Peters.,newsone.com,2026-05-21,Opinion,,https://newsone.com/6861249/colorado-dems-want-to-censure-gov-jared-polis-for-commuting-sentence-of-election-denier/
Accessible Housing Remains Out Of Reach For Millions Who Need It Most,Accessible housing is a growing need as populations age and disability rates rise. Learn what communities and policymakers are doing to close the gap.,newsone.com,2026-05-21,Civil Rights &Amp; Social Justice,,https://newsone.com/6861243/accessible-housing-remains-out-of-reach/
‘The Boys’' Final Season: When Reality Gets Crazier Than Fiction,"“The Boy”s has spent the last six years satirizing capitalism and American politics, but what happens when reality goes further than the satire?",newsone.com,2026-05-21,Opinion,,https://newsone.com/6861267/the-boys-final-season-reality-crazier-fiction/
Judge Denies Motion To Dismiss Charges Against Racist Shiloh Hendrix,Shiloh Hendrix is facing two counts of disorderly conduct behind the incident in which she called a young Black child the n-word at a playground.,newsone.com,2026-05-21,Civil Rights &Amp; Social Justice,,https://newsone.com/6861268/motion-dismiss-charges-denied-shiloh-hendrix/
Gas Prices Over $4/Gal. In All 50 States. Trump Says It’s ‘Peanuts’,"The average price of gas reached a four-year high ahead of Memorial Day, when millions of Americans are expected to travel throughout the country",newsone.com,2026-05-21,Business &Amp; Economy,,https://newsone.com/6861295/gas-prices-high-50-states-trump-says-peanuts/
Trump Admin Continues 'White Only' Immigration Policy,"The Trump administration announced that it will increase the number of white South Africans it admits as refugees this year from about 7,500 to 17,500.",newsone.com,2026-05-21,Civil Rights &Amp; Social Justice,,https://newsone.com/6861136/trump-whites-only-immigration-south-african-refugees/
Michigan Couple Says Landlord Had Sex In Their Home,"It may sound like the plot of the most poorly produced porno you ever watched as a teenager, but it was a crude reality for an unsuspecting couple in Westland, Michigan.",newsone.com,2026-05-20,Crime,,https://newsone.com/6861159/landlord-had-sex-tenants-home-caught-on-camera/
'Plantation Simulator' Game Is Exactly What It Sounds Like,The retro-style game with seemingly 16-bit graphics depicts a white plantation owner keeping his “workers focused” by whipping Black people.,newsone.com,2026-05-20,Games,,https://newsone.com/6861026/plantation-simulator-game-racist-against-black-people/
"Suspects, Victims, And Motive In San Diego Mosque Shooting Identified","The shooters, Caleb Liam Vazquez and Cain Lee Clark, met online and expressed beliefs that white people are being eliminated.",newsone.com,2026-05-20,Civil Rights &Amp; Social Justice,,https://newsone.com/6861084/suspects-victims-motive-san-diego-mosque-shooting/
Keisha Lance Bottoms Wins Her Primary—What Does It Mean for Her Georgia Governor's Race?,"Keisha Lance Bottoms wins Georgia Democratic primary, aims to become first Black female governor",newsone.com,2026-05-20,Newsone Now,,https://newsone.com/6861095/keisha-lance-bottoms-wins-primary-race/
"Black Gen Z Is Leaving The Church, But They’re Not Losing Faith","Only about 45% of Gen Z identify as Christian, a sharp decline from older generations, and roughly 43% identify as religiously unaffiliated.",newsone.com,2026-05-20,Bison One Newsroom,,https://newsone.com/6861138/black-gen-z-leaving-church-not-losing-faith/
Trump’s $1.7B White Grievance Fund Is Reparations For His Loyalists,"So apparently, America can do reparations and wrap up the process in two years; it just depends on who is crying.",newsone.com,2026-05-20,Opinion,,https://newsone.com/6861145/trump-reparations-white-grievance-fund/
Capitol Police Officers File Lawsuit Over Jan. 6 Slush Fund,The Trump administration announced that it was establishing a $1.7 billion “Anti-Weaponization Fund” that could pay out Capitol rioters.,newsone.com,2026-05-20,News,,https://newsone.com/6861170/capitol-police-officers-sue-jan-6-slush-fund/
"Trump IRS Settlement Grants Him, Family Immunity On Past Tax Issues","Trump settled with an agency he’s ultimately in charge of, negotiated a reparations fund for his cronies, and got immunity for himself and his family.",newsone.com,2026-05-20,Opinion,,https://newsone.com/6861122/trump-irs-settlement-immunity-past-tax-issues/
Tuesday Primaries Confirm Trump's Hold Over The Republican Party,"Despite him being deeply unpopular and exacerbating the cost-of-living crisis, Republicans are still all about President Donald Trump.",newsone.com,2026-05-20,Opinion,,https://newsone.com/6861124/primaries-confirm-trump-hold-over-gop/
Islamic Center Of San Diego Shooting Investigated As Hate Crime,The mother of one of the teenage shooters contacted San Diego police earlier in the day to report her son and several of her weapons missing.,newsone.com,2026-05-19,Crime,,https://newsone.com/6860936/san-diego-islamic-center-shooting-investigated-hate-crime/
Louisville Mom Places Hidden Camera In Son's Hair To Capture Alleged Abuse,Autistic boy allegedly abused at Louisville school; mother demands investigation and accountability,newsone.com,2026-05-19,Black News,,https://newsone.com/6860939/louisville-mom-places-hidden-camera-in-sons-hair-to-capture-alleged-abuse/
Trump's DOJ Sets Up Reparations Fund For Jan 6 Rioters,"So, basically, we should be calling them Trumperations, not reparations — because what are we even supposed to be repairing here?",newsone.com,2026-05-19,Opinion,,https://newsone.com/6860994/trump-reparations-fund-jan-6-rioters/
House Speaker Mike Johnson Defends Congressional Stock Trading,A resurfaced video shows Mike Johnson defending politicians’ right to use their positions to line their pockets because they don’t make enough.,newsone.com,2026-05-19,Opinion,,https://newsone.com/6860883/mike-johnson-defends-congressional-stock-trading/
Justice Ketanji Brown Jackson Critical Of Voting Rights Ruling,"While speaking at an American Law Institute conference, Brown said that the Voting Rights Act ruling only hurts trust in the Supreme Court.",newsone.com,2026-05-19,Civil Rights &Amp; Social Justice,,https://newsone.com/6861001/ketanji-brown-jackson-voting-rights-ruling/
ICE Director Blames 2-Year-Old Child's Killing On Deported Mother,"ICE has accused Wendy Hernandez Reyes of being responsible for the horrific death of her son, 2-year-old Orlin Hernandez Reyes, who was placed with his uncle, Samuel Maldonado Erazo, after her arrest.",newsone.com,2026-05-19,Civil Rights &Amp; Social Justice,,https://newsone.com/6860900/ice-director-blames-2-year-old-childs-killing-on-mother-who-ice-deported/
Advocates Push Congress to Take Fibroids Seriously,"Fibroids are noncancerous growths in or around the uterus that are common, but for Black women, they can cause many problems.",newsone.com,2026-05-19,Bison One Newsroom,,https://newsone.com/6861006/black-women-fibroids-serious-complications/
"Surprise, Surprise: Millions Have Lost ACA Insurance Due To Cost Spikes","A drastic increase in monthly premiums, along with increased deductibles, has led to people either not signing up or losing their ACA coverage.",newsone.com,2026-05-19,News,,https://newsone.com/6861031/millions-have-lost-aca-insurance-cost-spikes/
"Black Alabama Teen's Body Found Shot, Dismembered And Burned",18-year-old Markavious Rumph was last seen by his family on May 7 after leaving his grandmother’s home in Eufaula with a friend.,newsone.com,2026-05-18,Crime,,https://newsone.com/6860799/markavious-rumph-body-shot-dismembered-burned/
Trashcan Bandit Jason Whitlock Rides For Chud The Builder,Jason Whitlock — the Black man who proves every day that he would’ve put on a Klan hood and joined a lynch mob — used his platform to come to Chud’s rescue.,newsone.com,2026-05-18,Civil Rights &Amp; Social Justice,,https://newsone.com/6860661/trashcan-bandit-jason-whitlock-defends-chud-the-builder/
Conspiracy Trial For Spokane Anti-ICE Protesters Begins,Conspiracy charges were filed against three protesters who attended an anti-ICE protest in the Trump administration’s latest attack on free speech.,newsone.com,2026-05-18,Civil Rights &Amp; Social Justice,,https://newsone.com/6860912/conspiracy-trial-spokane-anti-ice-protesters/
"Who Ran The WNBA This Week: Angel Reese, Olivia Miles, And More",The WNBA’s 30th season is off to an electric start! Check out some of the biggest talking points and storylines so far!,newsone.com,2026-05-18,Entertainment,,https://newsone.com/6860842/who-ran-wnba-week-one-angel-reese-olivia-miles/
Le[e]gal Brief: How To Protect Black Voting Rights,"In this week’s Le[e]gal Brief, attorney Lee Merritt outlines what can be done to protect Black voting rights after the Callais decision.",newsone.com,2026-05-18,Le[E]Gal Brief With Lee Merritt,,https://newsone.com/6860871/black-voting-rights-callais-supreme-court/
Same Bridge New Fight: Thousands Rally After SCOTUS Cuts Black Voting Rights,Thousands of Black voters rally in Alabama to protest Supreme Court ruling weakening Voting Rights Act protections.,newsone.com,2026-05-18,Civil Rights &Amp; Social Justice,,https://newsone.com/6860819/all-roads-lead-to-the-south-rally-scotus-black-voting-rights/
Latest South Carolina Redistricting Effort Targets Rep. James Clyburn,South Carolina’s redistricting effort would focus on eliminating the district that’s been held by Rep. James Clyburn for over 30 years.,newsone.com,2026-05-18,Opinion,,https://newsone.com/6860850/south-carolina-redistricting-targets-rep-james-clyburn/
"The Iceman Cometh And The Results Are So Boring, Y’all","Drake had the audacity to drop not one, not two, but three albums filled with boring beats, forgettable bars, and a palpable amount of self-pity.",newsone.com,2026-05-16,Music,,https://newsone.com/6860695/drake-iceman-boring-three-albums-not-good/
"Carrying It On for Assata Shakur, The Embodiment Of Black Liberation","Carry It On: A Celebration of the Life and Legacy of Assata Shakur will take place on Saturday, May 30 at The Riverside Church in New York City.",newsone.com,2026-05-16,Events,,https://newsone.com/6860698/carry-it-on-assata-shakur-black-liberation/
White House Embarrasses Itself By Trying To Be Draaaaaaaake!,"Oh, y’all thought BBL Trizzy only wanted that bulletproof ballroom in the White House to waste taxpayers’ money?",newsone.com,2026-05-15,Opinion,,https://newsone.com/6860616/white-house-embarrasses-itself-drake/
Is God Is Refuses To Look Away From Increasing Cases Of Black Femicide,"What Aleshea Harris’s Is God Is makes plain about Black femicide, the Black church, and a film canon that has spent decades asking Black women to read their own endurance as holiness.",newsone.com,2026-05-15,Movies,,https://newsone.com/6860648/is-god-is-black-femicide-erika-alexander-aleshea-harris/
The Only Woman In The Plaza: Lisa Leslie’s Statue At Crypto.com Arena Is Long Overdue,WNBA legend Lisa Leslie to be honored with a statue recognizing her pioneering career and impact on women’s basketball.,newsone.com,2026-05-15,Entertainment,,https://newsone.com/6860578/lisa-leslie-legacy-crypto-statue/
‘Is God Is’ Reimagines The Revenge Genre Through Black Women’s Eyes,Aleshea Harris breaks from the cinematic tradition that has spent decades requiring Black women to forgive our way back to grace.,newsone.com,2026-05-15,Movies,,https://newsone.com/6860633/is-god-is-revenge-genre-black-women-eyes/
Why Your Mental Health Provider Should Be Licensed,"There’s a real difference between someone who talks about mental health online and someone who is actually trained, licensed, and qualified to provide mental health care.",newsone.com,2026-05-15,Opinion,,https://newsone.com/6860620/why-your-mental-health-provider-should-be-licensed/
"They Can’t Win On Policy, So They’re Rigging The Rules","Recent regressions in law and policy are attempting to cement us to a reality where only wealthy, white men have a voice, a vote, or access to political power.",newsone.com,2026-05-15,Opinion,,https://newsone.com/6860605/voting-rights-act-white-men-rigging-rules/
Florida Redistricting Effort Faces 1st Legal Challenge,A lawsuit has been brought forth by a group of Florida voters who believe Florida’s redistricting effort violated the state constitution.,newsone.com,2026-05-15,Opinion,,https://newsone.com/6860611/florida-redistricting-effort-faces-legal-challenge/
Onyx Impact Launches Lab Combating Black Disinformation,Onyx Impact found that Black far-right influencers have been successful in spreading large amounts of disinformation to Black communities.,newsone.com,2026-05-15,News,,https://newsone.com/6860554/onyx-impact-launches-lab-combating-black-disinformation/
'Decoded': Breaking Down The Myth Of Black Criminality,Dr. Travis L. Dixon explains how the case of Karmelo Anthony showcases the ways the media fuels stereotypes about Black criminality.,newsone.com,2026-05-15,Civil Rights &Amp; Social Justice,,https://newsone.com/6860549/decoded-breaking-down-myth-black-criminality-karmelo-anthony/
Why Can't Or Won't Anyone Keep A Job At Border Patrol?,"Border Patrol Chief Michael Banks has announced he’s stepping down, which only makes him the latest official to leave one way or the other since DHS Secretary Kristi Noem got the boot.",newsone.com,2026-05-15,Opinion,,https://newsone.com/6860547/border-patrol-chief-michael-banks-quits/
Kash Patel Throws A Temper Tantrum During Senate Hearing Questioning,"Kash Patel was unhappy with the line of questioning during a congressional hearing, so he threw a toddler-like tantrum and began slinging insults.",newsone.com,2026-05-14,Opinion,,https://newsone.com/6860442/kash-patel-throws-temper-tantrum-senate-hearing/
Redistricting Stalls In South Carolina As Missouri Advances Map,"As a result of the Supreme Court’s gutting of the Voting Rights Act, several southern states have rushed to disenfranchise Black voters.",newsone.com,2026-05-14,Opinion,,https://newsone.com/6860429/south-carolina-redistricting-stalls-missouri-advances-map/
Gov. Brian Kemp's New Law Doesn't Apply To 154 Georgia Counties. Only The Black Ones,Gov. Brian Kemp has signed House Bill 369 into law that will make most local elections in five metro Atlanta counties nonpartisan.,newsone.com,2026-05-14,Black News,,https://newsone.com/6860462/gov-brian-kemp-new-law-house-bill-369/
Unregulated AI Technology Hurts Black America More Than it Helps,Trump is trying to hamstring states that want to get ahead of the curve when it comes to protecting us from the worst effects of AI technology.,newsone.com,2026-05-14,Opinion,,https://newsone.com/6860461/unregulated-ai-technology-hurts-black-america/
Black People Did Worse Economically Under Donald Trump In 2025,Black people in the U.S. reported doing worse economically in 2025 than at any time since the Federal Reserve began publishing its Economic Well-Being of U.S. Households report in 2013.,newsone.com,2026-05-14,Business &Amp; Economy,,https://newsone.com/6860459/black-people-economically-worse-trump-2025/
Racist Streamer 'Chud The Builder' Charged With Attempted Murder,"Dalton Eatherly, aka “Chud the Builder,” is an obnoxiously white racist and streamer, whose online content consists of him slinging around racial slurs and intentionally antagonizing Black people.",newsone.com,2026-05-14,Civil Rights &Amp; Social Justice,,https://newsone.com/6860508/racist-chud-the-builder-charged-attempted-murder/
Georgia Gov. Brian Kemp Announces Redistricting Effort,"Unlike every other southern state that has announced a redistricting effort in the last week, Georgia’s is focused on the 2028 election.",newsone.com,2026-05-14,Opinion,,https://newsone.com/6860532/georgia-brian-kemp-announces-redistricting-effort/
Houston Ex-Cop Wants Job Back After Viral Video About Hating Black People,Houston Police Officers Union President Doug Griffith confirmed Ashley Gonzalez filed an appeal on Tuesday to get her old job back.,newsone.com,2026-05-13,Civil Rights &Amp; Social Justice,,https://newsone.com/6860305/racist-houston-ex-cop-ashley-gonzalez-wants-job-back/
Tennessee Removes House Democrats From Committee Assignments,House Speaker Cameron Sexton removed every Black state representative from their committees as punishment for protesting Black disenfranchisement.,newsone.com,2026-05-13,Opinion,,https://newsone.com/6860360/tennessee-house-democrats-removed-committee-assignments/
11 Pivotal College & Student-Led Protests Throughout History,"Student protests have catalyzed major social movements, from civil rights to anti-apartheid, transforming nations through direct action and youth leadership.",newsone.com,2026-05-13,Black News,,https://newsone.com/6860141/11-pivotal-college-student-led-protests-throughout-history/
Project 2026: 'Restoring America’s Promise' Continues Trump's Agenda,"The Heritage Foundation, the same right-wing think tank that brought us Project 2025 is behind this remix of Trump’s ongoing agenda.",newsone.com,2026-05-13,Opinion,,https://newsone.com/6860385/project-2026-restoring-america-promise-trump-agenda/
Pastor Jamal Bryant Converts 35 Church Acres Into 390 Affordable Homes For Black Families,Pastor Jamal Bryant is transforming church property into 390 units of affordable housing for the Black community with the New Birth Village.,newsone.com,2026-05-13,Black News,,https://newsone.com/6860328/pastor-jamal-bryant-affordable-homes-for-black-families/
Household Debt Rises As Consumer Price Index Surges Due To Inflation,"The ongoing war in Iran has significantly impacted the U.S. economy, with increased energy prices and inflation at its highest level since May 2023.",newsone.com,2026-05-13,Business &Amp; Economy,,https://newsone.com/6860228/household-debt-rises-as-consumer-price-index-surges-due-to-inflation/
"Judges Ruled Against Trump Immigration Policies More Than 10,000 Times",Federal judges have rebuked Trump’s mass deportation agenda in 90% of the cases his administration has been taken to court for.,newsone.com,2026-05-13,Opinion,,https://newsone.com/6860350/trump-mass-deportation-losing-court-cases/
NewsOne Crossword May 12th,,newsone.com,2026-05-12,Crossword Puzzles,,https://newsone.com/6860091/newsone-crossword-may-12th/
Louisiana Gov. Jeff Landry Unrepentant About Robbing Black Votes,"If one has to declare that “it’s not my fault” while defending the thing they’re trying to distance themselves from, that thing is probably indefensible.",newsone.com,2026-05-12,Opinion,,https://newsone.com/6860220/jeff-landry-unrepentant-robbing-black-votes/
Virginia Rep Who Condoned Racist 'Cotton-Picking' Remark Defends Herself,"Rep. Jen Kiggans was unable to tell a racist to his face that he was saying something racist, and is now trying to clean up her failure to call out said racism.",newsone.com,2026-05-12,Opinion,,https://newsone.com/6860130/virginia-rep-jen-kiggans-racist-remark-hakeem-jeffries/
Free Speech In ‘America’ Has Never Fully Belonged To Black People,"From an erroneous Threads takedown to pioneering journalist Ida B. Wells, Black journalists have always been a target.",newsone.com,2026-05-12,Civil Rights &Amp; Social Justice,,https://newsone.com/6860129/black-people-free-speech-america-journalists/
Supreme Court Paves Way For Alabama To Use Racially Gerrymandered Map,"On Monday, Virginia asked the Supreme Court to overturn a ruling by the state Supreme Court that ruled its redistricting effort was illegal.",newsone.com,2026-05-12,Opinion,,https://newsone.com/6860116/alabama-racially-gerrymandered-map-virginia-redistricting/
How Did Byron Allen Get So Wealthy? A Look At The Media Giant's Net Worth,"Byron Allen expands his media empire, taking over Stephen Colbert’s late-night slot on CBS with his comedy panel show.",newsone.com,2026-05-12,Entertainment,,https://newsone.com/6859789/byron-allen-net-worth-how-he-got-so-wealthy/
