bootstrap_iter,pooled_f1_supervised,pooled_f1_hybrid_soft_cv,pooled_f1_diff,pooled_kappa_supervised,pooled_kappa_hybrid_soft_cv,pooled_kappa_diff
55,0.3726321490504927,0.30700944266789404,0.06562270638259865,0.3488722715246476,0.2642671941695372,0.08460507735511041
56,0.30336987876511373,0.26506066255748284,0.03830921620763089,0.2801896205073058,0.22450433791630622,0.05568528259099956
57,0.31202810959744504,0.2489877645053583,0.06304034509208672,0.28639789677116234,0.20766309813263253,0.07873479863852981
58,0.3526508265315276,0.26716265257458705,0.08548817395694053,0.32967588213318033,0.23052468801041925,0.09915119412276108
59,0.3501280100427435,0.2749552630308955,0.075172747011848,0.326520281598157,0.2308535845818917,0.09566669701626529
60,0.3115438415320238,0.27785788257006233,0.03368595896196147,0.2856497043437505,0.23314683312583573,0.05250287121791475
61,0.2632503619384885,0.22660038976551722,0.03664997217297128,0.23958143529940723,0.18527280256289114,0.054308632736516094
62,0.28062681815423046,0.22621637880755824,0.054410439346672224,0.25741354353305096,0.18584512155696992,0.07156842197608104
63,0.3079541014508884,0.2687722066476512,0.039181894803237194,0.2828501160492626,0.22094633125901797,0.06190378479024461
64,0.29872388042670756,0.25778847153200785,0.04093540889469971,0.2735979324661632,0.21790548062905507,0.05569245183710814
65,0.35290621449275505,0.27737633891979097,0.07552987557296409,0.3297186198088442,0.23123705143237927,0.09848156837646493
66,0.30217745063194873,0.250083363012223,0.052094087619725726,0.2783613733815644,0.20826783924581815,0.07009353413574626
67,0.30065684097310597,0.23597227052675646,0.06468457044634951,0.27691946867588757,0.19369082766073625,0.08322864101515132
68,0.3212891553329996,0.25201742502257873,0.06927173031042089,0.29759204256572036,0.20904112321500773,0.08855091935071263
69,0.3232088889631082,0.27312253603417114,0.05008635292893704,0.2966901785918762,0.23206994405287235,0.06462023453900384
70,0.302447448102997,0.24047007222694933,0.06197737587604768,0.2753459097069794,0.1935004344373865,0.08184547526959293
71,0.28637688271161976,0.2414990139532306,0.04487786875838917,0.26296696414543075,0.20131181628355233,0.06165514786187842
72,0.306186321056762,0.2525220092023457,0.053664311854416336,0.28479740893637473,0.21230288987914414,0.07249451905723059
73,0.30739486555860285,0.26155100411885257,0.04584386143975028,0.2830742577552471,0.2200264568206141,0.06304780093463297
74,0.32035672073597776,0.2777457870315802,0.04261093370439756,0.29481792190201694,0.23510715993920195,0.059710761962814995
75,0.3411393030558475,0.2660616230397603,0.07507768001608722,0.3154326571115569,0.22206829194844097,0.09336436516311591
76,0.2784720790409154,0.22894263328979092,0.0495294457511245,0.2547250432784941,0.18826232735126885,0.06646271592722525
77,0.2995548349617747,0.24283587873908086,0.05671895622269385,0.2778128861817043,0.20360692831872196,0.07420595786298234
78,0.28008345155274983,0.2527578530349886,0.02732559851776123,0.2535662030530684,0.21243438612251228,0.04113181693055609
79,0.32864598774586895,0.23601657729356545,0.0926294104523035,0.30423928228840114,0.19445891839099827,0.10978036389740287
80,0.30080459714883906,0.22890002535737394,0.07190457179146512,0.27651801910636875,0.1873416776613635,0.08917634144500525
81,0.28895084682310135,0.2714161212265801,0.01753472559652125,0.2635878753093197,0.2256379035321328,0.0379499717771869
82,0.32999680718195756,0.26469088183080436,0.0653059253511532,0.3075368196961231,0.22066845442279076,0.08686836527333236
83,0.34583208705945706,0.2577291505857961,0.08810293647366096,0.3224961531706125,0.2171468046370904,0.10534934853352207
84,0.28753305306206534,0.2691903403334163,0.018342712728649013,0.26267836512016446,0.22469831741773122,0.03798004770243324
85,0.30029332721287444,0.23993555582994586,0.06035777138292858,0.2766765693340569,0.19679099238767828,0.0798855769463786
86,0.3127249460505339,0.2521681683847452,0.06055677766578871,0.28898948460109375,0.21372976184125492,0.07525972275983883
87,0.33971056586116655,0.29209201537095014,0.047618550490216405,0.3141997858317375,0.25126782554819327,0.06293196028354425
88,0.32716428508879114,0.26387974745837206,0.06328453763041908,0.30445247893689165,0.22376171146217944,0.08069076747471221
89,0.3664582067184837,0.2722187060155405,0.09423950070294324,0.3446680316870152,0.23415897366939792,0.11050905801761729
90,0.3484173554532677,0.24934681469895723,0.09907054075431046,0.32740004312378607,0.20564874729061008,0.12175129583317598
91,0.32837024914230795,0.24450463900190036,0.08386561014040758,0.30453251423450933,0.20092440716443621,0.10360810707007312
92,0.3411009578412366,0.26502570781038454,0.07607525003085208,0.31815042135040483,0.22537742688384294,0.0927729944665619
93,0.2983910200630525,0.24088648537182067,0.057504534691231846,0.2741968731122276,0.19823410256495014,0.07596277054727749
94,0.31182580762597256,0.26363944394391564,0.04818636368205692,0.2869475003757721,0.22116839692508566,0.06577910345068644
95,0.29542263030490556,0.25957806431031455,0.035844565994591016,0.27186096790439584,0.21462343419941116,0.05723753370498469
96,0.3358594643717431,0.23669224549850543,0.09916721887323765,0.3135557262262151,0.19360802245185596,0.11994770377435912
97,0.3052966020222645,0.2202379719140043,0.0850586301082602,0.2812208579562572,0.17514836987417448,0.1060724880820827
98,0.30731416369053166,0.2714550152391825,0.03585914845134919,0.2814848495976249,0.230063718277301,0.05142113132032389
99,0.28267156383217595,0.2497944331510868,0.03287713068108916,0.25822140602051546,0.20800602121503264,0.05021538480548282
100,0.3228274649981639,0.2767294643320253,0.04609800066613862,0.2961813311669073,0.23528950216725564,0.060891828999651676
101,0.3352540655056422,0.2777314463055743,0.057522619200067904,0.3098291191582106,0.23723208948657792,0.07259702967163267
102,0.33863040273027034,0.24852056387911414,0.0901098388511562,0.31622561424966583,0.21063978046350235,0.10558583378616349
103,0.25620765117690175,0.23565744836852925,0.020550202808372497,0.23594741834608585,0.19811830035630468,0.03782911798978117
104,0.2940137970528164,0.2504720679075001,0.04354172914531629,0.27280963025362337,0.21292126128614125,0.05988836896748212
105,0.28597061169689736,0.24780640136956736,0.03816421032733,0.2609616186867453,0.20646569487256014,0.05449592381418514
106,0.2659139471639471,0.2552933139156344,0.010620633248312694,0.24248419498568397,0.21295787907863095,0.029526315907053013
107,0.31594054261893645,0.23514784327432925,0.0807926993446072,0.28969615126411596,0.191113329422219,0.09858282184189696
108,0.34842612270676465,0.28746218276993496,0.06096393993682969,0.32467503207661924,0.24941510847655374,0.0752599236000655
109,0.3045330632059014,0.2408446019023337,0.0636884613035677,0.2804871111159353,0.2001062604480916,0.08038085066784367
110,0.2871186818649585,0.22903024604099365,0.058088435823964835,0.2639510069957764,0.18971664391206852,0.07423436308370787
111,0.29708935145588716,0.26821407873882164,0.028875272717065525,0.27289711783010956,0.225101315814308,0.04779580201580155
112,0.30023948928022093,0.22808328315470167,0.07215620612551926,0.27729172697831694,0.18907279386313983,0.08821893311517712
113,0.32099145094022946,0.25630455661585716,0.0646868943243723,0.29568235425193157,0.2132676139624735,0.08241474028945805
114,0.3203361870010108,0.27163307254988045,0.04870311445113035,0.29783911560303733,0.23339334763275799,0.06444576797027934
115,0.3020352757440628,0.23335473662116266,0.06868053912290015,0.2777040247324326,0.19176230337368597,0.08594172135874664
116,0.2950205524402738,0.23409490844092237,0.060925643999351436,0.27047330311195866,0.1903173659937788,0.08015593711817987
117,0.30950456256645076,0.25300149240921704,0.056503070157233715,0.28683049436022146,0.21477746940645404,0.07205302495376742
118,0.3218725321990731,0.24920901323157613,0.07266351896749695,0.2982690345008613,0.20662908188286794,0.09163995261799335
119,0.31566562269418025,0.2961964302390224,0.019469192455157824,0.2912125991993527,0.2576200142832048,0.033592584916147916
120,0.36170398549285654,0.2782285413782925,0.08347544411456403,0.34058157498217645,0.23719507019461603,0.10338650478756042
121,0.32854736947230173,0.23468539360942892,0.09386197586287282,0.30293643437771517,0.1885566878802319,0.11437974649748328
122,0.30728175848111516,0.26125321388927525,0.046028544591839915,0.2802984905714838,0.21926623694214106,0.06103225362934275
123,0.2876457296411927,0.24601280616179938,0.04163292347939335,0.26480711579779775,0.20282375501699634,0.06198336078080141
124,0.34722908719772066,0.29729470113959167,0.049934386058129,0.32257641531834413,0.25602944524095705,0.06654697007738708
125,0.29464938423233067,0.2724732740259589,0.02217611020637178,0.2711091749928387,0.23100005016321565,0.04010912482962306
126,0.3224537020310902,0.2534678268422055,0.06898587518888472,0.3008822614014455,0.2102912424882208,0.09059101891322474
127,0.29022212972621547,0.2583247800375353,0.03189734968868019,0.2660757524388776,0.21721406720222147,0.04886168523665613
128,0.3186237658204212,0.23146154951665507,0.08716221630376611,0.29359638606797245,0.18675430311761562,0.10684208295035683
129,0.31679929749076075,0.24657322945044455,0.0702260680403162,0.29373566709758747,0.20608355394365463,0.08765211315393284
130,0.29520540584193616,0.26959830600520096,0.025607099836735203,0.2683320664692141,0.22856037539232674,0.039771691076887355
131,0.3032823163224648,0.26412795183810134,0.039154364484363435,0.2793971416501436,0.219465001008093,0.05993214064205063
132,0.29148563389885274,0.24321524098057606,0.04827039291827667,0.2661301578017731,0.20266093128762847,0.06346922651414466
133,0.3555898759297882,0.2478374025311582,0.10775247339862998,0.33376615397520226,0.20821319120065834,0.12555296277454392
134,0.30856955685087895,0.28024796360539117,0.028321593245487775,0.2829914843730327,0.23951517786362791,0.04347630650940476
135,0.36534654113881715,0.29342051853235396,0.07192602260646319,0.34147845893084044,0.25443949230075485,0.08703896663008559
136,0.30537804562859494,0.22060515419159474,0.0847728914370002,0.2839948605789535,0.1776636252845576,0.10633123529439592
137,0.29707543949205284,0.24955994542213705,0.04751549406991579,0.27317911099150527,0.20624231208846555,0.06693679890303972
138,0.297175924037116,0.2205056621381732,0.07667026189894283,0.2712213091349185,0.17341702717442725,0.09780428196049124
139,0.31916568992582717,0.2336507684977105,0.08551492142811667,0.29479202402214594,0.18828146043799995,0.10651056358414598
140,0.3498037351669606,0.28926879272088357,0.060534942446077045,0.32514229614627893,0.2445345787458063,0.08060771740047262
141,0.31848734359510217,0.2630361342754062,0.05545120931969599,0.2940143855161744,0.22301125635817243,0.071003129158002
142,0.32561912260130793,0.2611666118117974,0.06445251078951053,0.3015973320119115,0.22194705310394067,0.07965027890797086
143,0.2797766414546634,0.2439923567586629,0.03578428469600051,0.25631849023054365,0.2031836673893638,0.053134822841179846
144,0.33630843364320273,0.27288853406300284,0.06341989958019989,0.3123384621687568,0.2257349336528076,0.08660352851594921
145,0.32680141130568074,0.2712969738007636,0.055504437504917126,0.30025388294935823,0.23106836863198077,0.06918551431737746
146,0.3103276033133203,0.26051088186443166,0.04981672144888866,0.2867527782009184,0.2194839418833359,0.06726883631758249
147,0.30833985462875285,0.2265028678798739,0.08183698674887896,0.2859757681356436,0.18331298691841455,0.10266278121722908
148,0.31238308482137794,0.25123595995212633,0.06114712486925161,0.28913564159720373,0.2049860831170221,0.08414955848018163
149,0.33742846783282765,0.2826410921030587,0.05478737572976894,0.31120947298189927,0.24116863512337805,0.07004083785852122
150,0.2735534722055425,0.2401583282458658,0.03339514395967669,0.2481864934699276,0.20066488497251156,0.047521608497416046
151,0.3100653967990339,0.2333498740565541,0.07671552274247978,0.28491303897134596,0.1918857095360443,0.09302732943530165
152,0.29930540462576893,0.2522283019181996,0.04707710270756932,0.27497021417926604,0.21005742475326528,0.06491278942600076
153,0.2818445171200539,0.280367519159949,0.0014769979601048644,0.25695804877039163,0.23960243705174972,0.017355611718641917
154,0.30467020062533423,0.28174843469965005,0.02292176592568418,0.2794672111042943,0.2382023780596738,0.041264833044620475
155,0.31204558188759246,0.27632559756472014,0.03571998432287232,0.2884197632949207,0.23494145848138936,0.05347830481353133
156,0.30720231930876607,0.2691961764026395,0.03800614290612658,0.28066496236603683,0.2217692526726075,0.05889570969342933
157,0.3179890692489159,0.24881245467006524,0.06917661457885066,0.29286142297209244,0.20767412762895354,0.0851872953431389
158,0.30051440413652464,0.26659559575768865,0.033918808378835985,0.2767087942838027,0.2256134502392803,0.05109534404452237
159,0.33790847883340147,0.2937652625005236,0.04414321633287788,0.31575874330289877,0.25677897762084356,0.05897976568205521
160,0.3337031237956694,0.2826696568526634,0.051033466943006034,0.30879596424694056,0.23851102728321893,0.07028493696372162
161,0.31173195854301994,0.2694961352376364,0.04223582330538356,0.2894760399438531,0.22716577927664094,0.06231026066721218
162,0.3307983653211865,0.286114288650522,0.044684076670664485,0.3054059324884919,0.2428344252625907,0.06257150722590121
163,0.32604406569025557,0.2560667318616183,0.06997733382863724,0.30019171020319296,0.20985791078112798,0.09033379942206499
164,0.3040584659073682,0.22510778411910085,0.07895068178826734,0.2818702900342752,0.185893067185297,0.09597722284897822
165,0.29722052580965075,0.25208104822751976,0.045139477582130993,0.2711510353059524,0.21001501532780062,0.061136019978151795
166,0.3414414812289798,0.2516301681749571,0.08981131305402273,0.3175678680305567,0.21169274319086884,0.10587512483968786
167,0.33060690103413226,0.25621583165252176,0.0743910693816105,0.3072530578493753,0.21406693585082093,0.09318612199855436
168,0.30874720471211703,0.23994427573195043,0.0688029289801666,0.28659229515215545,0.20185833592075364,0.08473395923140181
169,0.27217301913282155,0.23115659020441254,0.04101642892840901,0.24901655332254075,0.19284425140227235,0.0561723019202684
170,0.3299976945197368,0.25428855635883996,0.07570913816089686,0.3040109522785769,0.21159893331747637,0.09241201896110052
171,0.33016152895380135,0.2462253830988787,0.08393614585492265,0.30548658767734144,0.20136945009443913,0.10411713758290231
172,0.31672247634481787,0.2558510425534991,0.06087143379131876,0.29367898862819275,0.21386718237286556,0.07981180625532719
173,0.2942360973756398,0.2922813341438918,0.0019547632317480357,0.27192210318666377,0.25410087083561367,0.017821232351050098
174,0.30801213896151985,0.2562636678163657,0.05174847114515413,0.2816302046040447,0.21399892804346798,0.06763127656057671
175,0.31345117468238554,0.26031219035494424,0.053138984327441297,0.28932035123022837,0.22105668932872072,0.06826366190150765
176,0.3120384859911197,0.300666125297765,0.011372360693354733,0.2888496289532835,0.25913260873469834,0.029717020218585133
177,0.33161955556133405,0.263954360457765,0.06766519510356905,0.3068112491193792,0.21712494237334046,0.08968630674603872
178,0.29383646766654026,0.2312853279678388,0.06255113969870146,0.2708649882331438,0.18903346405074495,0.08183152418239886
179,0.3478266887360095,0.2709032408651056,0.07692344787090394,0.32550902051982944,0.23138266679289365,0.09412635372693579
180,0.33634241429446676,0.24653625178094032,0.08980616251352644,0.3117651579174543,0.2068289342293225,0.1049362236881318
181,0.2786623203133698,0.2796242575220581,-0.0009619372086883127,0.25432058041756095,0.23847416154642564,0.015846418871135304
182,0.3482990138155457,0.25981454725219605,0.08848446656334963,0.32362172589219357,0.21831677475970013,0.10530495113249344
183,0.27124929725290725,0.2469187020091254,0.02433059524378184,0.2454745508604867,0.20234846671155488,0.04312608414893182
184,0.28501791317888125,0.2603439932232858,0.02467391995559548,0.2612040659431789,0.22132710404501632,0.03987696189816259
185,0.35004812961974086,0.21143126570840612,0.13861686391133474,0.32687766857799166,0.17054952137286433,0.15632814720512733
186,0.3484203287932751,0.25916915212659497,0.08925117666668014,0.3255469149670823,0.21776941631275193,0.1077774986543304
187,0.32952939373420875,0.2586027101751292,0.07092668355907955,0.30606264591366594,0.2173772029819564,0.08868544293170955
188,0.32126708996477177,0.2513905489903351,0.06987654097443668,0.2977923254481476,0.20971360663789912,0.08807871881024848
189,0.3183800225820599,0.27837867542731226,0.040001347154747624,0.2920673276602212,0.232851884145838,0.05921544351438321
190,0.28044965586784243,0.2451319742428707,0.03531768162497173,0.25499735116838035,0.2035253589365843,0.05147199223179605
191,0.29514342096325197,0.24049821377275438,0.05464520719049759,0.2716411694887113,0.19660199779538534,0.07503917169332597
192,0.2915634628848794,0.26186121875634255,0.029702244128536837,0.26490131850209064,0.21690397847701393,0.04799734002507672
193,0.28117617931854477,0.2288083684024726,0.05236781091607218,0.255879583869674,0.18609706286423777,0.06978252100543625
194,0.3245699852238418,0.2908626688482801,0.03370731637556168,0.2987024187725015,0.2483138580723372,0.05038856070016429
195,0.301487019924745,0.25035424421766544,0.05113277570707958,0.27960813081640234,0.20850164679091396,0.07110648402548839
196,0.33900800930303276,0.25419628784190273,0.08481172146113003,0.3136883137244551,0.21158519834042652,0.10210311538402858
197,0.32177359276088546,0.2479002041084636,0.07387338865242185,0.2974102196628666,0.20752397488285557,0.08988624478001106
198,0.30098636413035873,0.27129707833712413,0.0296892857932346,0.27699255371921616,0.2301057380505352,0.04688681566868097
199,0.3284758021872603,0.2786543090453357,0.04982149314192458,0.3048105523868864,0.23482582847053218,0.06998472391635424
200,0.29105277487708303,0.27941215632742467,0.011640618549658366,0.26717701510886704,0.23956148511533754,0.02761552999352951
201,0.28382239406569537,0.2514501994474534,0.03237219461824198,0.26150549064616946,0.2086683945614976,0.05283709608467185
202,0.284768702155937,0.22206102822973459,0.06270767392620244,0.26085965068434797,0.17580308550921653,0.08505656517513144
203,0.29489711687473696,0.2545716128720842,0.04032550400265278,0.266337771653775,0.20759665209431927,0.05874111955945571
204,0.2444577062957573,0.22086849794489177,0.02358920835086553,0.2195587982901805,0.17754753976965112,0.042011258520529365
205,0.31102599699077793,0.24514744826113968,0.06587854872963825,0.28894116002712056,0.20160093219758968,0.08734022782953088
206,0.34434481601275047,0.258398175734897,0.08594664027785348,0.3193312223845792,0.21608175958371603,0.1032494628008632
207,0.3417416670895301,0.24197278922737264,0.09976887786215743,0.3184406223694101,0.20075786616734664,0.11768275620206348
208,0.2920970630532067,0.2469863951854315,0.045110667867775206,0.2684842778328886,0.20586148926777345,0.06262278856511513
209,0.28757003263737546,0.277050236743249,0.010519795894126438,0.26182713395342394,0.23868711613009252,0.023140017823331416
210,0.35167799712429193,0.22843380802072574,0.12324418910356619,0.32715424823380473,0.18475654741972344,0.1423977008140813
211,0.3361024168493209,0.28702680034381933,0.049075616505501574,0.3113194108717656,0.24482664273000787,0.06649276814175775
212,0.33943344684253063,0.2746171506841347,0.0648162961583959,0.3142101477364405,0.23283238846916027,0.08137775926728025
213,0.3440333458927466,0.29831094151198134,0.04572240438076525,0.32208800479982547,0.2633522583853237,0.058735746414501744
214,0.28365123094910727,0.29261816498806537,-0.008966934038958096,0.2582015264742199,0.25039925496465254,0.00780227150956736
215,0.33087583068579096,0.24776330586049705,0.08311252482529391,0.30791279497487256,0.20405372056630797,0.1038590744085646
216,0.3239855958376233,0.2412002663351872,0.08278532950243611,0.2986799256005749,0.2001125470829319,0.09856737851764297
217,0.29558252426410103,0.27529741102213695,0.02028511324196408,0.2690844584349546,0.23223014283326016,0.03685431560169444
218,0.34223558567723655,0.2814333331079949,0.060802252569241655,0.3180490745766797,0.24007121331120462,0.07797786126547507
219,0.2926463378862759,0.2557460488072646,0.03690028907901133,0.26862271139500804,0.21622722946208933,0.05239548193291871
220,0.33342462690288777,0.28706660206800305,0.046358024834884715,0.308488680475857,0.24679348813047763,0.061695192345379346
221,0.32842303535658596,0.287630400108844,0.04079263524774196,0.3048502687048169,0.24381464254912497,0.06103562615569194
222,0.28852804448500374,0.25277860134653635,0.035749443138467396,0.26337290661502233,0.20893603312274184,0.05443687349228049
223,0.3201085333971286,0.2437569858702805,0.07635154752684808,0.2938288252772453,0.20072995739695626,0.09309886788028904
224,0.34684198536877553,0.26054335276890717,0.08629863259986836,0.32405094516872424,0.22026729826766925,0.10378364690105499
225,0.3264107304529623,0.28659382306920667,0.03981690738375565,0.30270099172223486,0.2455351572389589,0.057165834483275946
226,0.2741280144819576,0.2650867159449999,0.009041298536957731,0.25095581594974486,0.2253520020361549,0.025603813913589957
227,0.3105366870626609,0.28946408122651646,0.021072605836144453,0.2866879322771202,0.2472783547434466,0.039409577533673606
228,0.3094164677365199,0.27980995365558103,0.02960651408093884,0.28683784016174996,0.24052035603359656,0.0463174841281534
229,0.29897415138188177,0.2717648018925679,0.02720934948931386,0.274793030632365,0.23115252449207105,0.04364050614029394
230,0.2764257203393016,0.24492765537154398,0.03149806496775759,0.2505659845031052,0.20650986717833944,0.04405611732476575
231,0.30917090314607,0.24165917066796255,0.06751173247810743,0.2835362319387259,0.19676936886066523,0.08676686307806067
232,0.3071884082325059,0.2384996388689685,0.06868876936353743,0.2817189022543908,0.19536511440201057,0.08635378785238021
233,0.33322046249705384,0.2666629931114693,0.06655746938558454,0.30724588574906186,0.22149350567899104,0.08575238007007083
234,0.32631224730862995,0.234207930156759,0.09210431715187095,0.3031643459655849,0.19214273676308113,0.11102160920250376
235,0.31350746297144666,0.26096531648063065,0.05254214649081601,0.2888158858426003,0.21945502721345722,0.0693608586291431
236,0.35114940587855525,0.29009344972022666,0.061055956158328595,0.3262690769805417,0.24831308762819793,0.07795598935234377
237,0.31075692308213354,0.24481560280489367,0.06594132027723987,0.28427227803134336,0.1988039712813744,0.08546830674996897
238,0.3092886632255773,0.22759683094000532,0.08169183228557197,0.2840190592011592,0.18813755836183327,0.09588150083932595
239,0.2949958748312541,0.254748655156232,0.040247219675022095,0.2708035004938714,0.21430142481561604,0.05650207567825538
240,0.3522540547916884,0.2630599355357822,0.0891941192559062,0.32671139838889657,0.21889636228540155,0.10781503610349502
241,0.3338031846365179,0.26960606374705015,0.06419712088946777,0.3079186764971257,0.22894965944095802,0.07896901705616766
242,0.2952752054992018,0.24426865845201368,0.0510065470471881,0.27420884537758994,0.20238014644507363,0.07182869893251631
243,0.31855478724734254,0.2407280174232126,0.07782676982412995,0.2936530962698468,0.19913921272921625,0.09451388354063056
244,0.3190240361616595,0.23517517625775083,0.08384885990390864,0.2942556294909007,0.1903980925941341,0.10385753689676663
